"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15"
"1666",5,4,3,5,5,5,4,4,5,5,4,5,4,5,5
"1667",4,3,3,4,3,4,3,4,2,4,3,3,3,4,4
"1668",5,0,4,0,4,5,4,5,5,5,5,3,5,5,5
"1669",4,4,4,4,4,4,3,4,3,3,3,4,3,3,4
"1670",2,2,1,4,2,1,3,2,1,5,2,3,3,4,5
"1671",4,5,3,4,4,5,5,3,1,5,5,4,3,4,5
"1672",1,3,5,1,1,2,1,4,1,1,1,1,1,1,4
"1673",5,5,5,3,5,5,5,5,5,5,5,5,3,5,5
"1674",3,2,2,2,4,4,2,2,2,5,4,2,2,4,5
"1675",3,3,2,3,4,2,2,2,2,3,3,3,3,4,4
"1676",1,1,1,1,2,1,1,5,1,5,4,1,3,1,5
"1677",5,1,1,5,5,5,1,3,3,4,5,1,1,5,5
"1678",5,5,1,3,5,4,4,1,3,3,4,4,1,3,5
"1679",1,1,1,1,4,2,1,1,1,4,1,1,1,1,5
"1680",4,5,5,4,4,5,1,5,5,4,2,4,4,1,5
"1681",5,1,1,5,5,5,3,1,0,4,4,1,1,5,5
"1682",3,2,2,2,4,2,2,2,2,4,3,2,2,3,4
"1683",5,5,3,5,4,5,5,3,4,5,5,5,1,5,5
"1684",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1685",5,5,1,4,5,5,5,2,3,4,5,5,3,3,5
"1686",5,4,5,5,5,4,5,5,5,3,5,5,5,5,5
"1687",4,5,1,3,5,4,5,1,4,3,3,5,1,4,5
"1688",5,5,1,4,5,4,5,1,3,5,4,5,1,4,5
"1689",1,0,1,2,2,1,1,1,1,4,1,2,1,4,4
"1690",5,1,1,5,5,5,5,1,4,5,5,5,5,5,5
"1691",3,2,4,3,2,2,2,4,3,4,2,2,2,4,4
"1692",3,3,3,4,4,3,3,3,3,4,3,3,3,3,4
"1693",4,4,1,2,2,2,4,1,1,4,4,4,1,2,4
"1694",4,2,1,2,5,5,4,1,2,4,4,3,1,5,5
"1695",4,4,2,2,4,3,1,5,2,5,3,2,2,2,5
"1696",1,2,2,2,2,2,2,2,2,2,2,2,2,2,4
"1697",4,2,1,1,1,4,2,1,2,2,5,2,1,5,5
"1698",5,4,2,2,5,3,4,2,4,3,3,4,3,3,5
"1699",2,1,1,2,3,2,1,1,1,2,2,1,1,1,4
"1700",1,1,1,2,2,2,1,2,1,4,2,2,1,2,4
"1701",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1702",5,5,1,5,1,5,1,1,1,1,5,1,1,1,5
"1703",5,5,5,3,5,5,5,5,0,3,5,3,4,5,5
"1704",5,5,5,2,5,5,5,5,2,5,5,2,5,5,5
"1705",2,2,1,2,2,2,1,1,1,3,3,2,3,3,4
"1706",5,1,1,1,5,1,1,1,1,1,1,1,0,5,5
"1707",5,5,2,2,3,5,5,2,4,5,4,5,2,3,5
"1708",4,3,1,4,4,4,4,1,3,4,4,4,1,4,5
"1709",4,0,2,4,4,2,4,2,0,4,4,0,2,4,5
"1710",5,5,5,3,4,5,4,5,3,5,5,5,4,3,5
"1711",5,2,1,1,1,4,3,2,1,2,5,3,1,4,5
"1712",5,5,3,5,5,5,5,3,5,5,5,5,3,5,5
"1713",1,1,1,1,2,1,1,1,1,1,4,1,1,1,2
"1714",4,2,4,3,4,3,2,4,5,5,4,2,4,4,3
"1715",4,2,1,3,3,4,3,1,1,5,4,2,1,1,5
"1716",5,4,5,4,5,3,4,5,2,4,5,5,4,5,4
"1717",1,2,1,2,2,1,1,1,2,2,1,1,1,1,5
"1718",3,3,1,1,1,1,1,1,1,2,3,1,1,2,4
"1719",3,3,2,5,4,3,4,2,5,3,3,4,3,5,4
"1720",5,2,1,1,1,3,2,1,2,4,3,1,1,2,5
"1721",5,3,1,3,2,4,2,1,3,4,5,3,1,5,5
"1722",4,4,1,3,5,4,4,2,3,4,3,5,1,4,5
"1723",5,3,1,1,1,2,4,1,1,4,3,3,1,2,5
"1724",5,2,1,4,4,4,5,1,2,5,5,4,1,4,5
"1725",2,4,1,1,3,4,1,1,1,4,1,4,1,1,4
"1726",4,2,3,1,4,3,1,4,1,2,4,2,2,2,5
"1727",2,4,1,2,4,1,1,1,1,3,4,2,1,2,2
"1728",4,2,1,2,1,3,1,1,1,4,1,1,1,1,4
"1729",5,4,4,5,4,3,2,5,1,4,3,2,4,5,4
"1730",5,5,1,5,5,5,4,1,5,2,5,5,1,5,5
"1731",4,5,2,5,3,4,3,3,3,5,4,3,2,5,5
"1732",4,1,1,1,2,2,1,1,2,1,2,1,1,2,2
"1733",3,4,1,1,1,4,2,1,1,5,3,1,1,1,5
"1734",2,5,1,3,1,4,5,1,2,4,3,4,1,3,5
"1735",2,2,1,1,1,2,1,1,1,3,2,1,1,1,4
"1736",5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
"1737",2,1,1,1,2,2,2,1,2,2,2,2,1,1,3
"1738",1,1,1,2,2,1,1,1,1,1,1,1,1,2,1
"1739",3,0,2,3,4,4,2,2,2,4,3,2,2,2,4
"1740",4,1,1,1,2,1,1,1,1,4,4,1,1,2,4
"1741",1,1,1,1,2,2,1,1,1,2,1,1,1,1,4
"1742",4,5,3,4,5,4,4,3,2,2,3,4,5,3,5
"1743",5,5,2,4,5,5,5,2,2,4,5,5,2,4,0
"1744",1,5,1,1,1,1,1,1,1,3,1,1,5,1,1
"1745",1,1,1,1,5,1,1,0,1,1,1,1,5,4,1
"1746",5,4,5,4,5,4,4,5,5,3,4,5,4,5,5
"1747",4,2,1,1,3,2,4,1,1,5,5,2,1,4,4
"1748",3,2,2,1,1,2,2,3,1,1,3,2,3,3,5
"1749",5,3,3,5,3,3,2,5,2,3,3,3,3,3,5
"1750",4,4,2,0,4,2,4,2,4,4,2,4,2,5,5
"1751",5,5,3,5,5,5,5,3,5,5,5,5,3,5,5
"1752",5,4,1,4,4,4,3,1,2,1,3,4,1,5,5
"1753",4,4,1,3,5,2,4,1,3,3,4,4,1,5,4
"1754",5,3,2,1,1,5,1,2,2,5,5,2,1,5,5
"1755",4,1,1,1,1,4,1,1,1,1,2,1,1,1,5
"1756",4,4,1,1,1,3,1,3,1,4,4,1,1,2,5
"1757",5,3,3,5,5,5,4,1,4,5,5,4,0,5,5
"1758",5,5,1,5,5,5,2,1,5,1,5,5,1,5,5
"1759",2,1,1,1,2,2,4,1,2,1,2,2,2,3,5
"1760",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1761",4,5,1,3,5,5,4,1,4,4,4,4,1,4,4
"1762",5,2,2,2,3,5,2,3,4,1,5,2,2,2,5
"1763",3,2,4,3,4,3,4,5,4,4,4,3,4,4,2
"1764",4,1,1,1,4,4,1,1,1,3,4,1,1,2,5
"1765",4,4,1,3,4,4,2,1,1,1,5,4,1,2,5
"1766",5,5,5,5,5,5,5,2,2,5,5,5,2,3,5
"1767",4,4,1,1,5,3,4,1,4,5,4,3,1,2,4
"1768",5,2,1,2,4,1,3,5,1,4,4,4,5,4,5
"1769",4,3,1,4,5,4,3,1,3,5,4,4,1,5,5
"1770",5,5,1,4,4,5,3,3,2,5,5,5,1,1,4
"1771",4,3,2,2,5,4,5,2,1,1,4,3,1,1,5
"1772",5,1,1,1,5,5,1,1,2,5,5,1,1,4,5
"1773",4,1,1,1,5,2,1,1,1,5,1,1,1,4,5
"1774",1,1,1,1,2,2,1,1,1,2,2,1,1,1,3
"1775",5,4,1,4,4,4,5,1,4,4,5,4,2,4,4
"1776",5,5,1,2,4,5,4,1,1,5,1,5,1,4,5
"1777",5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
"1778",4,2,1,4,5,4,2,1,2,5,5,2,2,2,5
"1779",4,4,3,4,3,4,4,3,3,5,4,5,4,2,5
"1780",1,0,2,1,1,1,1,2,1,2,1,1,1,1,1
"1781",3,2,2,1,0,3,3,4,2,3,2,2,2,2,4
"1782",4,4,1,1,4,1,2,1,1,4,2,1,1,1,4
"1783",2,1,2,2,1,1,1,2,1,1,1,1,1,1,4
"1784",4,3,1,2,4,3,3,1,1,3,3,2,1,1,4
"1785",5,5,2,4,4,4,4,3,4,5,4,4,4,5,5
"1786",1,2,2,3,1,2,2,0,2,1,1,2,1,3,4
"1787",4,3,2,4,4,4,2,4,2,4,4,2,1,5,4
"1788",4,3,1,3,1,1,1,2,2,1,1,1,1,2,4
"1789",5,4,2,4,4,4,4,4,3,3,4,4,3,3,5
"1790",3,3,3,4,3,3,3,3,3,4,3,3,5,3,5
"1791",1,4,1,1,4,2,1,1,4,4,4,1,1,4,4
"1792",3,4,1,4,3,4,4,1,2,4,4,4,1,4,4
"1793",4,3,2,4,5,4,3,4,1,3,2,2,2,2,5
"1794",3,2,1,1,3,1,1,1,1,3,1,1,1,2,5
"1795",5,4,3,2,2,4,2,3,2,5,4,2,2,1,4
"1796",4,4,3,2,3,4,4,4,4,4,4,4,3,3,4
"1797",5,4,1,5,1,4,3,3,1,4,2,1,1,4,4
"1798",1,2,1,1,4,1,1,1,1,1,1,2,2,1,4
"1799",5,5,1,4,4,5,4,1,1,3,4,4,3,3,5
"1800",2,2,2,4,4,2,2,4,2,4,4,2,2,4,5
"1801",4,5,1,1,2,3,2,1,0,4,3,2,1,1,4
"1802",4,3,2,3,4,4,2,2,1,3,3,2,1,4,4
"1803",2,4,2,2,4,2,4,3,4,5,3,3,2,4,4
"1804",1,1,1,2,1,1,1,1,1,1,2,0,1,1,3
"1805",1,1,1,1,1,1,1,2,2,1,2,1,1,2,2
"1806",5,5,3,2,4,4,4,3,2,5,3,4,2,4,5
"1807",5,5,1,1,5,5,4,2,1,4,5,5,1,5,5
"1808",2,2,1,1,2,2,1,1,1,3,2,1,1,1,3
"1809",5,5,4,5,5,3,5,5,2,5,3,5,5,2,5
"1810",4,1,1,2,4,5,1,1,1,4,1,1,1,1,5
"1811",4,3,2,2,4,4,4,4,2,5,4,4,4,2,5
"1812",5,5,3,4,2,4,5,3,1,5,4,5,4,2,5
"1813",4,4,1,2,4,4,3,1,2,5,4,3,2,2,4
"1814",5,4,1,4,3,5,4,1,1,4,5,5,1,3,4
"1815",4,3,2,2,5,2,3,2,2,5,4,3,3,3,5
"1816",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1817",1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
"1818",3,4,2,2,4,4,4,1,2,4,4,2,1,4,4
"1819",2,4,1,3,4,3,2,1,2,5,4,4,2,4,4
"1820",3,4,1,1,1,1,2,1,2,1,3,1,2,3,4
"1821",4,4,1,1,1,1,4,1,1,4,4,3,1,1,4
"1822",5,3,2,5,4,4,2,5,1,4,4,1,3,4,5
"1823",3,4,1,2,5,3,5,1,5,1,5,2,2,5,5
"1824",4,1,1,1,4,1,1,1,1,4,2,1,1,3,4
"1825",3,2,1,3,3,4,3,2,1,4,2,5,1,4,5
"1826",2,3,2,3,5,3,3,2,3,4,3,2,4,4,5
"1827",5,2,2,3,5,5,3,2,2,4,3,1,2,4,5
"1828",4,5,5,4,4,3,5,5,3,5,5,5,5,5,5
"1829",2,2,2,2,4,2,3,1,2,4,4,2,1,4,4
"1830",2,3,1,1,1,2,1,1,1,2,2,1,1,2,2
"1831",1,5,1,5,5,5,1,1,1,1,5,5,1,5,5
"1832",1,2,2,3,3,3,3,3,1,4,4,1,2,4,5
"1833",4,1,1,4,3,5,1,1,1,4,4,1,1,3,5
"1834",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1835",1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
"1836",4,5,2,2,4,5,4,3,3,5,4,4,3,3,4
"1837",3,1,1,1,1,3,1,1,1,5,4,1,1,1,3
"1838",1,2,1,1,1,2,1,1,1,3,1,1,1,3,3
"1839",2,1,1,1,2,3,1,1,1,1,1,1,1,1,1
"1840",5,5,4,4,2,5,4,5,4,5,4,4,4,5,2
"1841",5,5,3,5,5,5,5,3,5,5,5,5,3,5,5
"1842",4,1,1,1,1,3,2,3,3,4,3,1,3,3,5
"1843",4,3,1,4,3,5,2,2,1,5,5,1,1,5,5
"1844",2,3,1,1,1,2,1,1,1,2,2,2,1,1,5
"1845",4,3,1,4,5,4,3,1,5,5,5,3,1,4,5
"1846",3,2,1,2,2,3,1,1,1,2,4,1,1,1,3
"1847",5,5,5,5,5,5,4,5,4,5,5,2,5,5,5
"1848",4,1,2,2,3,4,1,5,1,3,4,1,2,1,4
"1849",4,4,4,3,5,4,4,4,4,5,3,4,3,4,4
"1850",4,3,2,2,2,2,2,3,2,3,3,3,4,4,4
"1851",4,2,4,4,2,4,2,4,2,5,5,1,2,4,5
"1852",2,1,1,1,2,2,1,1,1,4,4,1,1,1,4
"1853",1,2,1,1,1,1,1,1,1,3,1,1,1,1,1
"1854",3,2,1,3,4,3,4,3,2,4,3,2,2,2,5
"1855",4,4,2,5,4,5,5,2,2,2,4,4,2,5,5
"1856",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"1857",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"1858",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1859",4,1,1,2,3,2,1,1,1,4,3,2,1,4,4
"1860",4,3,1,4,4,4,3,3,4,5,5,3,4,5,5
"1861",2,2,1,1,3,2,1,1,1,4,2,1,1,2,4
"1862",4,4,5,3,4,5,3,5,3,5,2,5,3,5,5
"1863",4,4,1,3,4,3,4,4,2,5,4,3,2,3,5
"1864",4,4,1,1,4,4,2,1,1,5,4,4,1,5,5
"1865",4,4,2,3,1,5,5,3,3,5,4,4,1,2,5
"1866",1,5,1,1,5,1,3,5,1,1,5,5,1,5,5
"1867",2,2,1,2,5,1,1,1,1,3,3,1,1,2,5
"1868",2,1,3,2,1,2,1,3,2,4,4,2,2,4,3
"1869",3,1,1,3,4,3,2,1,1,5,3,1,1,3,5
"1870",3,1,2,1,3,3,1,1,1,5,4,2,1,2,5
"1871",4,3,1,3,2,5,2,4,2,5,5,2,3,4,5
"1872",4,2,1,2,3,3,2,1,1,3,4,1,1,2,5
"1873",3,2,1,1,2,3,2,3,1,4,4,2,2,3,5
"1874",4,4,1,2,5,4,2,1,1,3,4,3,1,3,5
"1875",1,2,1,1,1,2,1,1,1,4,2,1,1,2,5
"1876",5,5,3,4,2,5,5,1,2,2,4,4,1,3,5
"1877",2,1,1,1,1,1,1,1,1,5,1,1,1,1,5
"1878",5,5,5,5,5,5,3,5,5,4,5,5,5,5,5
"1879",2,5,4,1,1,2,3,4,2,2,1,2,1,4,5
"1880",5,3,3,1,4,5,2,4,2,5,5,1,3,4,5
"1881",2,1,1,1,4,2,1,1,1,1,1,1,1,1,3
"1882",1,1,1,1,4,1,1,1,1,1,1,1,1,1,4
"1883",4,2,1,2,4,4,2,1,1,4,4,2,1,4,5
"1884",2,2,1,2,2,2,1,1,1,2,2,1,1,2,4
"1885",5,5,1,3,5,4,5,1,5,5,5,5,1,2,5
"1886",5,5,1,3,5,5,1,3,3,5,5,1,3,3,5
"1887",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1888",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"1889",5,3,1,2,4,5,2,1,3,4,4,4,1,1,5
"1890",5,4,4,3,3,4,4,4,4,4,5,3,3,3,4
"1891",3,2,1,1,4,3,2,1,1,4,3,2,1,3,4
"1892",4,3,4,4,5,4,5,5,3,5,3,4,2,4,5
"1893",3,1,1,3,0,4,1,1,1,4,4,2,2,2,5
"1894",5,4,2,3,2,5,4,1,4,4,5,4,1,4,5
"1895",5,2,2,4,4,4,2,2,4,4,4,3,2,4,4
"1896",5,2,2,4,2,4,2,1,1,3,3,2,2,4,5
"1897",5,5,3,4,5,5,3,3,3,4,5,3,2,3,5
"1898",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"1899",5,5,1,4,4,2,5,4,5,5,5,4,2,4,5
"1900",4,3,2,4,5,4,3,3,4,5,4,3,3,5,5
"1901",2,2,1,2,5,3,2,2,3,5,3,2,1,2,5
"1902",4,3,4,2,4,5,4,5,1,3,3,3,1,1,4
"1903",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1904",5,1,2,2,4,5,4,4,5,5,5,4,3,4,5
"1905",2,2,4,2,3,2,2,4,1,5,4,2,3,2,4
"1906",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1907",1,2,1,1,1,1,0,1,1,2,1,1,1,1,1
"1908",1,1,1,1,3,1,1,1,1,1,1,1,1,2,3
"1909",5,4,1,4,3,5,3,4,5,4,5,5,4,5,5
"1910",5,4,3,4,2,3,2,3,4,4,4,4,3,4,4
"1911",4,3,1,3,2,3,3,2,3,3,3,3,3,3,4
"1912",1,2,1,1,2,1,1,1,1,2,1,1,1,1,3
"1913",3,3,2,1,4,2,3,1,1,4,2,3,2,2,4
"1914",2,4,4,5,5,5,5,5,5,3,2,4,2,5,5
"1915",5,1,1,1,4,1,1,1,1,1,3,1,1,5,4
"1916",2,3,2,2,4,2,5,3,4,2,2,4,1,1,3
"1917",3,2,1,2,1,2,2,1,1,4,3,3,1,2,3
"1918",5,5,3,3,5,5,5,3,3,5,5,5,3,5,5
"1919",2,2,1,1,1,2,1,1,1,4,3,4,1,1,2
"1920",5,4,2,3,5,3,4,4,4,4,4,4,2,2,5
"1921",5,5,3,4,5,4,5,4,3,4,3,4,4,4,5
"1922",5,4,2,4,4,4,4,2,4,4,4,4,2,4,5
"1923",5,4,2,3,5,3,4,5,3,4,3,4,4,5,5
"1924",2,4,1,4,3,4,1,1,1,3,4,2,1,4,5
"1925",5,5,3,3,2,3,2,4,1,1,4,3,1,2,4
"1926",3,1,1,1,2,3,1,1,2,2,3,1,1,3,4
"1927",5,5,3,2,4,5,4,5,3,5,5,4,3,2,5
"1928",1,2,1,1,2,2,5,1,1,4,2,4,1,1,3
"1929",2,2,1,1,2,1,1,1,1,4,3,1,1,1,5
"1930",3,4,1,4,3,3,2,2,1,5,2,3,1,2,4
"1931",1,2,1,1,3,1,2,1,1,4,3,1,1,1,3
"1932",3,3,1,1,2,2,2,1,1,2,4,3,1,2,3
"1933",4,1,2,4,3,3,1,3,2,2,1,1,1,2,5
"1934",5,2,4,5,3,5,1,4,4,3,4,3,2,5,5
"1935",2,4,4,4,4,2,4,4,4,4,2,2,4,4,4
"1936",2,2,1,1,2,2,2,1,1,2,3,2,1,3,5
"1937",4,2,1,2,1,2,1,1,1,5,1,1,1,1,2
"1938",1,2,1,1,4,1,4,1,1,5,3,4,1,3,5
"1939",4,3,1,1,4,5,4,1,1,4,4,3,3,5,4
"1940",5,5,1,1,5,5,1,1,3,3,5,3,1,3,5
"1941",2,2,1,3,2,2,2,1,2,4,2,1,2,3,4
"1942",1,1,2,1,1,1,1,3,1,1,1,1,1,1,2
"1943",2,3,1,2,4,3,2,2,2,3,4,4,3,3,2
"1944",5,1,1,1,5,1,1,1,1,5,5,2,1,2,5
"1945",3,4,1,1,5,1,3,1,1,4,1,1,1,4,5
"1946",3,3,1,2,2,2,1,1,1,2,4,1,1,2,5
"1947",1,1,1,2,3,2,1,2,4,4,4,1,1,2,5
"1948",5,5,4,5,3,5,4,5,3,3,4,5,3,3,5
"1949",5,2,1,1,4,5,1,1,1,4,2,1,1,3,5
"1950",1,1,1,1,1,1,1,1,1,4,2,1,1,1,3
"1951",5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
"1952",4,5,1,4,4,3,5,3,2,5,3,4,3,3,4
"1953",4,2,2,4,4,3,2,3,4,4,4,2,2,4,5
"1954",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1955",4,4,3,5,5,3,4,5,2,5,4,2,5,4,5
"1956",2,2,1,2,2,2,1,1,2,3,4,2,1,2,4
"1957",4,1,1,4,4,4,1,1,1,1,4,1,1,4,5
"1958",3,4,2,2,2,4,2,3,1,4,4,2,1,3,4
"1959",4,5,2,3,4,5,4,4,4,5,5,4,5,3,5
"1960",4,4,3,4,3,4,3,3,4,4,4,3,3,4,5
"1961",1,1,1,1,1,1,1,1,1,1,1,1,1,3,4
"1962",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1963",2,2,1,2,2,2,2,1,1,3,2,2,3,3,2
"1964",4,2,1,4,4,4,1,1,4,2,4,1,1,1,4
"1965",4,5,2,1,5,3,3,4,1,4,5,4,4,4,4
"1966",4,5,1,1,1,1,1,4,1,4,1,1,1,1,1
"1967",5,2,1,3,5,5,1,4,1,5,5,2,2,5,5
"1968",4,4,2,4,4,2,3,2,3,2,2,2,2,4,5
"1969",1,1,1,3,3,1,1,1,1,3,1,1,1,4,4
"1970",2,2,1,1,3,1,1,1,1,3,3,1,2,1,4
"1971",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1972",2,1,1,1,1,1,1,1,1,2,2,1,1,1,2
"1973",3,2,1,2,2,1,2,1,1,4,2,2,2,2,5
"1974",3,4,5,2,4,3,5,5,1,5,1,4,5,3,5
"1975",1,2,1,1,2,1,2,1,2,4,3,3,1,2,5
"1976",4,5,4,4,4,4,5,4,4,4,4,4,1,4,5
"1977",1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
"1978",1,1,1,1,1,2,1,2,1,3,2,1,2,1,2
"1979",4,5,1,2,4,3,4,1,4,5,3,3,1,4,4
"1980",5,5,4,3,4,3,3,5,4,3,4,4,3,3,5
"1981",3,1,1,1,4,1,1,1,4,4,4,1,1,4,5
"1982",5,3,2,2,4,5,3,4,2,3,5,4,4,4,4
"1983",4,4,1,4,5,5,5,1,3,3,5,5,1,3,4
"1984",4,5,4,4,5,4,5,5,3,4,3,4,5,4,5
"1985",2,3,1,1,4,2,1,1,2,2,2,1,1,1,4
"1986",4,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"1987",2,1,1,1,4,2,1,1,1,3,2,1,3,2,4
"1988",5,5,3,4,4,4,3,5,4,3,4,3,3,2,5
"1989",2,2,1,2,5,3,2,1,1,5,5,1,1,1,5
"1990",5,3,2,2,5,3,3,4,1,4,4,2,1,2,4
"1991",5,5,1,3,4,3,3,2,1,5,5,4,2,4,5
"1992",2,4,4,2,5,2,4,4,1,4,4,3,4,4,5
"1993",4,2,3,4,3,5,2,4,4,1,3,1,3,3,4
"1994",2,5,3,1,4,4,2,4,1,5,4,4,2,4,3
"1995",4,1,1,4,4,5,1,1,1,4,3,3,1,5,4
"1996",4,2,1,2,2,3,2,1,1,1,1,2,1,1,2
"1997",5,1,1,1,5,5,1,5,1,5,5,1,5,5,5
"1998",4,3,4,5,4,5,4,5,3,4,3,4,5,5,5
"1999",4,3,3,4,5,5,4,4,2,5,4,4,4,4,5
"2000",5,1,1,4,4,3,2,4,4,4,4,2,4,5,5
"2001",5,3,2,4,4,5,2,3,3,5,5,3,2,5,5
"2002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2003",4,4,2,2,4,4,4,3,3,3,4,4,4,4,4
"2004",4,1,1,4,4,4,1,1,1,4,1,0,2,1,5
"2005",4,2,1,2,3,2,1,2,1,3,3,1,1,3,4
"2006",4,4,1,1,3,1,2,1,1,4,3,1,1,2,5
"2007",4,2,1,2,1,1,1,1,1,4,4,1,1,3,4
"2008",5,3,1,3,4,5,3,2,4,5,5,3,3,5,5
"2009",2,2,4,2,2,4,2,5,2,3,2,3,5,5,4
"2010",4,2,1,1,1,4,3,1,3,2,3,2,1,3,3
"2011",3,3,3,3,3,3,3,3,3,4,3,3,3,3,4
"2012",5,2,1,4,5,5,1,4,2,3,4,1,3,5,5
"2013",4,2,1,1,3,4,2,1,1,4,3,1,1,1,5
"2014",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2015",4,2,1,1,4,5,2,1,1,3,4,2,1,1,5
"2016",5,4,3,3,3,4,3,5,2,3,3,3,3,5,5
"2017",3,5,1,2,0,0,5,1,1,4,3,4,1,1,4
"2018",4,2,3,2,4,2,2,5,2,3,4,3,5,5,5
"2019",5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
"2020",1,1,1,1,2,2,1,2,1,2,1,1,1,1,4
"2021",3,2,1,1,2,1,1,1,1,4,1,1,1,2,5
"2022",4,1,1,1,1,1,1,1,1,5,4,1,1,2,4
"2023",5,3,2,3,3,5,4,3,2,5,5,4,2,5,5
"2024",5,5,5,3,5,3,4,5,2,4,5,3,4,3,5
"2025",5,3,2,2,2,5,3,3,4,5,4,3,2,4,5
"2026",4,3,1,2,2,4,1,1,1,4,3,1,1,4,4
"2027",4,4,1,2,4,4,5,1,2,4,4,4,1,4,5
"2028",2,3,1,1,1,2,4,1,1,1,2,4,1,2,3
"2029",5,5,4,5,4,5,5,5,5,4,4,5,5,5,5
"2030",4,3,1,1,2,2,2,1,1,3,2,1,1,1,4
"2031",3,2,1,1,4,1,2,1,1,4,3,2,1,4,2
"2032",2,3,1,1,1,2,2,1,1,1,2,1,1,1,4
"2033",4,4,4,4,4,4,5,4,4,5,4,4,4,5,5
"2034",1,1,1,1,2,1,1,1,1,2,2,1,1,1,2
"2035",5,5,5,3,5,3,3,5,3,2,3,5,5,4,3
"2036",2,4,2,4,4,4,2,3,4,2,4,2,2,4,4
"2037",4,3,2,3,4,3,3,4,3,4,4,3,3,3,5
"2038",5,3,2,4,5,4,3,2,3,5,4,4,3,3,5
"2039",5,3,5,5,5,3,4,5,1,3,4,3,5,5,5
"2040",4,4,1,1,4,1,1,1,1,1,4,1,0,1,4
"2041",4,3,2,3,4,4,4,4,3,4,3,4,2,3,4
"2042",4,2,2,5,5,5,3,3,1,3,3,3,3,4,5
"2043",4,3,1,4,4,5,3,3,4,5,5,2,2,5,5
"2044",4,1,1,1,2,3,1,1,1,1,4,2,1,1,2
"2045",5,5,5,5,4,5,5,5,4,5,5,5,4,4,5
"2046",4,2,1,1,1,1,1,1,1,1,1,1,1,1,5
"2047",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2048",1,2,1,3,4,3,2,1,3,4,2,2,1,2,4
"2049",1,1,1,1,1,2,1,1,1,2,3,1,1,1,2
"2050",2,1,1,1,1,2,1,1,1,4,3,1,1,1,4
"2051",4,3,1,3,3,3,4,3,4,5,3,3,3,4,5
"2052",4,1,1,1,4,4,1,3,2,5,5,1,2,2,5
"2053",2,1,1,1,1,2,1,1,1,2,2,1,1,1,3
"2054",2,2,1,1,4,3,2,1,1,5,4,2,1,1,5
"2055",1,1,2,1,1,2,1,2,1,2,2,1,2,1,1
"2056",1,1,1,1,1,1,1,1,1,3,1,1,1,1,4
"2057",5,5,1,5,5,4,5,1,1,1,5,5,1,1,5
"2058",3,2,1,2,1,3,1,1,1,3,5,1,1,2,5
"2059",2,1,1,1,4,1,1,1,3,4,3,1,1,2,3
"2060",5,4,1,1,1,1,1,1,1,4,4,4,1,1,4
"2061",4,3,1,2,2,3,2,1,1,2,4,2,1,2,5
"2062",5,3,1,2,4,4,1,1,1,5,5,1,1,1,5
"2063",1,1,1,1,1,1,1,1,1,5,1,1,1,1,5
"2064",1,1,1,1,1,1,2,1,1,3,1,2,1,2,2
"2065",2,1,1,1,2,1,1,1,1,3,2,2,1,1,4
"2066",5,4,2,2,1,1,4,3,1,5,5,2,3,2,5
"2067",5,2,1,1,5,3,2,1,1,4,4,1,1,5,5
"2068",4,4,1,3,4,4,2,1,1,4,4,4,1,4,5
"2069",4,5,1,3,4,4,1,2,2,5,4,1,2,2,3
"2070",4,2,1,1,2,4,4,1,1,1,2,1,1,1,4
"2071",3,4,1,2,3,4,4,2,2,4,3,2,2,3,2
"2072",2,2,1,2,1,0,4,1,3,4,3,2,1,1,5
"2073",2,1,1,1,3,1,1,1,1,1,1,1,1,2,3
"2074",4,1,4,1,4,1,2,5,1,4,3,2,4,1,5
